pendigits.tra, pendigits.val,  23,  0.8000, 1.0,  1000,  250,  500, bestCase
pendigits.tra, pendigits.val,  23,  0.8000, 1.0,   500,  250,  500, bestCase
pendigits.tra, pendigits.val,  23,  0.6000, 1.0,  1000,  250,  500, bestCase
pendigits.tra, pendigits.val,  23,  0.6000, 1.0,   500,  250,  500, bestCase
pendigits.tra, pendigits.val,  23,  0.8000, 1.0,  1000,  200,  400, bestCase
pendigits.tra, pendigits.val,  23,  0.8000, 1.0,   500,  200,  400, bestCase
pendigits.tra, pendigits.val,  23,  0.6000, 1.0,  1000,  200,  400, bestCase
pendigits.tra, pendigits.val,  23,  0.6000, 1.0,   500,  200,  400, bestCase
pendigits.tra, pendigits.val,  37,  0.8000, 1.0,  1000,  250,  500, bestCase
pendigits.tra, pendigits.val,  37,  0.8000, 1.0,   500,  250,  500, bestCase
pendigits.tra, pendigits.val,  37,  0.6000, 1.0,  1000,  250,  500, bestCase
pendigits.tra, pendigits.val,  37,  0.6000, 1.0,   500,  250,  500, bestCase
pendigits.tra, pendigits.val,  37,  0.8000, 1.0,  1000,  200,  400, bestCase
pendigits.tra, pendigits.val,  37,  0.8000, 1.0,   500,  200,  400, bestCase
pendigits.tra, pendigits.val,  37,  0.6000, 1.0,  1000,  200,  400, bestCase
pendigits.tra, pendigits.val,  37,  0.6000, 1.0,   500,  200,  400, bestCase
pendigits.tra, pendigits.val,  99,  0.8000, 1.0,  1000,  250,  500, bestCase
pendigits.tra, pendigits.val,  99,  0.8000, 1.0,   500,  250,  500, bestCase
pendigits.tra, pendigits.val,  99,  0.6000, 1.0,  1000,  250,  500, bestCase
pendigits.tra, pendigits.val,  99,  0.6000, 1.0,   500,  250,  500, bestCase
