pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.3, 0.010, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.6, 0.010, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.9, 0.010, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 1.2, 0.010, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.3, 0.025, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.6, 0.025, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.9, 0.025, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 1.2, 0.025, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.3, 0.040, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.6, 0.040, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.9, 0.040, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 1.2, 0.040, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.3, 0.055, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.6, 0.055, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.9, 0.055, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 1.2, 0.055, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.3, 0.070, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.6, 0.070, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.9, 0.070, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 1.2, 0.070, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.3, 0.085, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.6, 0.085, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.9, 0.085, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 1.2, 0.085, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.3, 0.100, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.6, 0.100, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 0.9, 0.100, sigma
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 1.2, 0.100, sigma
