pendigits.tra, pendigits.val,  5, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val,  6, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val,  7, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val,  8, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val,  9, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 10, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 11, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 12, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 13, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 14, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 15, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 16, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 17, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 18, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 19, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 20, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 21, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 22, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 23, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 24, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 25, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 26, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 27, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 28, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 29, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 30, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 31, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 32, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 33, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 34, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 35, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 36, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 37, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 38, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 39, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 40, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 41, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 42, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 43, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 44, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
pendigits.tra, pendigits.val, 45, 1000, 0.1400, 0.0010, 1.0, 0.010, mapSizeCorrect
