pendigits.tra, pendigits.val, 23, 1000, 0, 0.1400, 0.001000, 1.0000, 0.04010, bestCase3try
pendigits.tra, pendigits.val, 23, 2000, 0, 0.1400, 0.000007, 1.0000, 0.00160, bestCase3try
pendigits.tra, pendigits.val, 32, 1000, 0, 0.1400, 0.001000, 1.0000, 0.01000, bestCase3try
pendigits.tra, pendigits.val, 32, 1000, 0, 0.1400, 0.001000, 1.0000, 0.03190, bestCase3try
pendigits.tra, pendigits.val, 32, 2000, 0, 0.1400, 0.000007, 1.0000, 0.00100, bestCase3try
pendigits.tra, pendigits.val, 57, 1000, 0, 0.1400, 0.001000, 1.0000, 0.01000, bestCase3try
pendigits.tra, pendigits.val, 57, 1000, 0, 0.1400, 0.001000, 1.0000, 0.01590, bestCase3try
pendigits.tra, pendigits.val, 57, 2000, 0, 0.1400, 0.000007, 1.0000, 0.00025, bestCase3try


ZZZpendigits.tra, pendigits.val, 23, 1000, 0, 0.1400, 0.001000, 1.0000, 0.01000, bestCase3try
